"rxddrgid","rxddrug","rxdingfl","rxddci1a","rxddci1b","rxddci1c","rxddci2a","rxddci2b","rxddci2c","rxddci3a","rxddci3b","rxddci3c","rxddci4a","rxddci4b","rxddci4c","rxdici1a","rxdici1b","rxdici1c","rxdici2a","rxdici2b","rxdici2c","rxdici3a","rxdici3b","rxdici3c","rxdici4a","rxdici4b","rxdici4c","rxdici5a","rxdici5b","rxdici5c","rxdici6a","rxdici6b","rxdici6c","rxddcn1a","rxddcn1b","rxddcn1c","rxddcn2a","rxddcn2b","rxddcn2c","rxddcn3a","rxddcn3b","rxddcn3c","rxddcn4a","rxddcn4b","rxddcn4c","rxdicn1a","rxdicn1b","rxdicn1c","rxdicn2a","rxdicn2b","rxdicn2c","rxdicn3a","rxdicn3b","rxdicn3c","rxdicn4a","rxdicn4b","rxdicn4c","rxdicn5a","rxdicn5b","rxdicn5c","rxdicn6a","rxdicn6b","rxdicn6c"
"d05578","RAMELTEON",1,57,67,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,67,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05612","RASAGILINE",1,57,66,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,66,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIPARKINSON AGENTS","DOPAMINERGIC ANTIPARKINSONISM AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIPARKINSON AGENTS","DOPAMINERGIC ANTIPARKINSONISM AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05626","EVEROLIMUS",1,20,403,NA,254,104,444,NA,NA,NA,NA,NA,NA,20,403,NA,254,104,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","MTOR INHIBITORS",NA,"IMMUNOLOGIC AGENTS","IMMUNOSUPPRESSIVE AGENTS","SELECTIVE IMMUNOSUPPRESSANTS",NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","MTOR INHIBITORS",NA,"IMMUNOLOGIC AGENTS","IMMUNOSUPPRESSIVE AGENTS","SELECTIVE IMMUNOSUPPRESSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05630","CALCIUM CARBONATE; RISEDRONATE",2,358,409,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,88,NA,115,117,NA,358,409,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","BONE RESORPTION INHIBITORS","BISPHOSPHONATES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","ANTACIDS",NA,"NUTRITIONAL PRODUCTS","MINERALS AND ELECTROLYTES",NA,"METABOLIC AGENTS","BONE RESORPTION INHIBITORS","BISPHOSPHONATES",NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05633","NEPAFENAC OPHTHALMIC",1,133,147,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTI-INFLAMMATORY AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTI-INFLAMMATORY AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05635","METFORMIN; PIOGLITAZONE",2,358,99,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,99,214,358,99,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","ANTIDIABETIC COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","BIGUANIDES","METABOLIC AGENTS","ANTIDIABETIC AGENTS","THIAZOLIDINEDIONES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05644","ACETAMINOPHEN; CAFFEINE; ISOMETHEPTENE MUCATE",2,57,58,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,59,57,58,193,57,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","ANALGESIC COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","MISCELLANEOUS ANALGESICS","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","ANTIMIGRAINE AGENTS","CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05651","SODIUM HYALURONATE TOPICAL",1,133,136,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","MISCELLANEOUS TOPICAL AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","MISCELLANEOUS TOPICAL AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05674","GLIMEPIRIDE; ROSIGLITAZONE",2,358,99,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,99,213,358,99,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","ANTIDIABETIC COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","SULFONYLUREAS","METABOLIC AGENTS","ANTIDIABETIC AGENTS","THIAZOLIDINEDIONES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05691","SORAFENIB",1,20,397,NA,20,402,NA,NA,NA,NA,NA,NA,NA,20,397,NA,20,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","MULTIKINASE INHIBITORS",NA,"ANTINEOPLASTICS","VEGF/VEGFR  INHIBITORS",NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","MULTIKINASE INHIBITORS",NA,"ANTINEOPLASTICS","VEGF/VEGFR  INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05694","ABATACEPT",1,105,192,NA,254,104,444,NA,NA,NA,NA,NA,NA,105,192,NA,254,104,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","ANTIRHEUMATICS",NA,"IMMUNOLOGIC AGENTS","IMMUNOSUPPRESSIVE AGENTS","SELECTIVE IMMUNOSUPPRESSANTS",NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","ANTIRHEUMATICS",NA,"IMMUNOLOGIC AGENTS","IMMUNOSUPPRESSIVE AGENTS","SELECTIVE IMMUNOSUPPRESSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05696","LENALIDOMIDE",1,20,25,NA,254,104,445,NA,NA,NA,NA,NA,NA,20,25,NA,254,104,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","MISCELLANEOUS ANTINEOPLASTICS",NA,"IMMUNOLOGIC AGENTS","IMMUNOSUPPRESSIVE AGENTS","OTHER IMMUNOSUPPRESSANTS",NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","MISCELLANEOUS ANTINEOPLASTICS",NA,"IMMUNOLOGIC AGENTS","IMMUNOSUPPRESSIVE AGENTS","OTHER IMMUNOSUPPRESSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05704","IMMUNE GLOBULIN SUBCUTANEOUS",1,254,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMMUNOLOGIC AGENTS","IMMUNE GLOBULINS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMMUNOLOGIC AGENTS","IMMUNE GLOBULINS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05706","IVABRADINE",1,40,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","MISCELLANEOUS CARDIOVASCULAR AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","MISCELLANEOUS CARDIOVASCULAR AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05717","SUNITINIB",1,20,397,NA,20,402,NA,NA,NA,NA,NA,NA,NA,20,397,NA,20,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","MULTIKINASE INHIBITORS",NA,"ANTINEOPLASTICS","VEGF/VEGFR  INHIBITORS",NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","MULTIKINASE INHIBITORS",NA,"ANTINEOPLASTICS","VEGF/VEGFR  INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05719","RANOLAZINE",1,40,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIANGINAL AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIANGINAL AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05736","LUBIPROSTONE",1,87,355,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,355,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","FUNCTIONAL BOWEL DISORDER AGENTS","CHLORIDE CHANNEL ACTIVATORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","FUNCTIONAL BOWEL DISORDER AGENTS","CHLORIDE CHANNEL ACTIVATORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05753","MICONAZOLE; ZINC OXIDE TOPICAL",2,133,136,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,140,133,136,292,133,151,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIFUNGALS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","MISCELLANEOUS TOPICAL AGENTS","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANTIFUNGALS","TOPICAL AGENTS","VAGINAL PREPARATIONS","VAGINAL ANTI-INFECTIVES",NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05765","INSULIN INHALATION RAPID ACTING",1,358,99,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,99,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","INSULIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","INSULIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05770","OMEPRAZOLE; SODIUM BICARBONATE",2,87,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,88,NA,87,272,NA,113,265,NA,115,117,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","PROTON PUMP INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","ANTACIDS",NA,"GASTROINTESTINAL AGENTS","PROTON PUMP INHIBITORS",NA,"GENITOURINARY TRACT AGENTS","URINARY PH MODIFIERS",NA,"NUTRITIONAL PRODUCTS","MINERALS AND ELECTROLYTES",NA,NA,NA,NA,NA,NA,NA
"d05807","VARENICLINE",1,105,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","SMOKING CESSATION AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","SMOKING CESSATION AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05825","DARUNAVIR",1,1,7,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIVIRAL AGENTS","PROTEASE INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIVIRAL AGENTS","PROTEASE INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05831","DASATINIB",1,20,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","BCR-ABL TYROSINE KINASE INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","BCR-ABL TYROSINE KINASE INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05847","EFAVIRENZ; EMTRICITABINE; TENOFOVIR",2,1,7,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,176,1,7,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIVIRAL AGENTS","ANTIVIRAL COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIVIRAL AGENTS","NRTIS","ANTI-INFECTIVES","ANTIVIRAL AGENTS","NNRTIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05848","ROTIGOTINE",1,57,66,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,66,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIPARKINSON AGENTS","DOPAMINERGIC ANTIPARKINSONISM AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIPARKINSON AGENTS","DOPAMINERGIC ANTIPARKINSONISM AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05851","LEVOCETIRIZINE",1,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","ANTIHISTAMINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","ANTIHISTAMINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05876","DEXCHLORPHENIRAMINE; DEXTROMETHORPHAN; PHENYLEPHRINE",2,122,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,54,NA,122,123,NA,122,124,NA,122,127,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","UPPER RESPIRATORY COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","VASOPRESSORS",NA,"RESPIRATORY AGENTS","ANTIHISTAMINES",NA,"RESPIRATORY AGENTS","ANTITUSSIVES",NA,"RESPIRATORY AGENTS","DECONGESTANTS",NA,NA,NA,NA,NA,NA,NA
"d05877","DEXTROMETHORPHAN; DIPHENHYDRAMINE; PHENYLEPHRINE",2,122,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,54,NA,57,65,197,57,66,205,57,67,70,122,123,NA,122,124,NA,"RESPIRATORY AGENTS","UPPER RESPIRATORY COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","VASOPRESSORS",NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","ANTICHOLINERGIC ANTIEMETICS","CENTRAL NERVOUS SYSTEM AGENTS","ANTIPARKINSON AGENTS","ANTICHOLINERGIC ANTIPARKINSON AGENTS","CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS","RESPIRATORY AGENTS","ANTIHISTAMINES",NA,"RESPIRATORY AGENTS","ANTITUSSIVES",NA
"d05893","ARFORMOTEROL",1,122,125,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,125,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","BRONCHODILATORS","ADRENERGIC BRONCHODILATORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","BRONCHODILATORS","ADRENERGIC BRONCHODILATORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05896","SITAGLIPTIN",1,358,99,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,99,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","DIPEPTIDYL PEPTIDASE 4 INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","DIPEPTIDYL PEPTIDASE 4 INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05899","CICLESONIDE NASAL",1,133,247,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,247,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","NASAL PREPARATIONS","NASAL STEROIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","NASAL PREPARATIONS","NASAL STEROIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05973","CLINDAMYCIN; TRETINOIN TOPICAL",2,133,136,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,143,133,151,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ACNE AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ACNE AGENTS","TOPICAL AGENTS","VAGINAL PREPARATIONS","VAGINAL ANTI-INFECTIVES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d05974","ANTIHEMOPHILIC FACTOR",1,81,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COAGULATION MODIFIERS","MISCELLANEOUS COAGULATION MODIFIERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COAGULATION MODIFIERS","MISCELLANEOUS COAGULATION MODIFIERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d06032","FLUOCINOLONE OTIC",1,133,148,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,148,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OTIC PREPARATIONS","OTIC STEROIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OTIC PREPARATIONS","OTIC STEROIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d06058","DEXBROMPHENIRAMINE; HYDROCODONE; PHENYLEPHRINE",2,122,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,54,NA,57,58,60,122,123,NA,122,124,NA,122,127,NA,NA,NA,NA,"RESPIRATORY AGENTS","UPPER RESPIRATORY COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","VASOPRESSORS",NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS","RESPIRATORY AGENTS","ANTIHISTAMINES",NA,"RESPIRATORY AGENTS","ANTITUSSIVES",NA,"RESPIRATORY AGENTS","DECONGESTANTS",NA,NA,NA,NA
"d06272","DIENOGEST; ESTRADIOL",2,97,101,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,101,183,97,101,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","CONTRACEPTIVES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","ESTROGENS","HORMONES/HORMONE MODIFIERS","SEX HORMONES","PROGESTINS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d06297","PALIPERIDONE",1,242,251,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,251,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIPSYCHOTICS","ATYPICAL ANTIPSYCHOTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIPSYCHOTICS","ATYPICAL ANTIPSYCHOTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d06635","MILNACIPRAN",1,242,249,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,249,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","SSNRI ANTIDEPRESSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","SSNRI ANTIDEPRESSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d06662","AMLODIPINE; VALSARTAN",2,40,55,479,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,48,NA,40,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","ANGIOTENSIN II INHIBITORS WITH CALCIUM CHANNEL BLOCKERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","CALCIUM CHANNEL BLOCKING AGENTS",NA,"CARDIOVASCULAR AGENTS","ANGIOTENSIN II INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d06663","LISDEXAMFETAMINE",1,57,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","CNS STIMULANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d06665","ALISKIREN",1,40,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","RENIN INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","RENIN INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d06669","HYDROCODONE; PSEUDOEPHEDRINE; TRIPROLIDINE",2,122,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,60,122,123,NA,122,124,NA,122,127,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","UPPER RESPIRATORY COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS","RESPIRATORY AGENTS","ANTIHISTAMINES",NA,"RESPIRATORY AGENTS","ANTITUSSIVES",NA,"RESPIRATORY AGENTS","DECONGESTANTS",NA,NA,NA,NA,NA,NA,NA
"d06672","LAPATINIB",1,20,404,NA,20,405,NA,NA,NA,NA,NA,NA,NA,20,404,NA,20,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","EGFR INHIBITORS",NA,"ANTINEOPLASTICS","HER2 INHIBITORS",NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","EGFR INHIBITORS",NA,"ANTINEOPLASTICS","HER2 INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d06720","METFORMIN; SITAGLIPTIN",2,358,99,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,99,214,358,99,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","ANTIDIABETIC COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","BIGUANIDES","METABOLIC AGENTS","ANTIDIABETIC AGENTS","DIPEPTIDYL PEPTIDASE 4 INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d06841","AMBRISENTAN",1,40,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","AGENTS FOR PULMONARY HYPERTENSION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","AGENTS FOR PULMONARY HYPERTENSION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
