"seqn","indfmmpi","indfmmpc","inq300","ind310"
140825,NA,NA,NA,NA
140826,5,3,1,NA
140827,NA,NA,NA,NA
140828,2.38,3,2,5
140829,3.46,3,1,NA
140830,1.18,1,2,1
140831,2.68,3,1,NA
140832,0.65,1,2,1
140833,2.89,3,1,NA
140834,5,3,1,NA
140835,2.92,3,2,4
140836,5,3,1,NA
140837,1.12,1,2,1
140838,3.04,3,9,NA
140839,1.2,1,2,1
140840,2.08,3,2,2
140841,0.54,1,2,1
140842,NA,NA,NA,NA
140843,NA,NA,NA,NA
140844,1.77,2,2,1
140845,NA,3,2,3
140846,1.18,1,2,1
140847,0,1,2,1
140848,NA,3,2,1
140849,3.17,3,2,5
140850,NA,NA,NA,NA
140851,0.91,1,1,NA
140852,2,3,1,NA
140853,4.44,3,1,NA
140854,4.26,3,1,NA
140855,NA,NA,NA,NA
140856,2.43,3,1,NA
140857,1.59,2,1,NA
140858,0.98,1,2,4
140859,NA,NA,NA,NA
140860,NA,NA,NA,NA
140861,2.08,3,2,1
140862,1.93,3,2,2
140863,NA,NA,NA,NA
140864,0.74,1,2,1
140865,2.1,3,2,1
140866,2.73,3,2,3
140867,1.62,2,2,1
140868,2.64,3,1,NA
140869,4.76,3,2,2
140870,2.08,3,1,NA
140871,5,3,1,NA
140872,NA,1,2,1
140873,1.7,2,1,NA
140874,4.94,3,2,3
140875,0.83,1,2,1
140876,3.07,3,1,NA
140877,NA,NA,NA,NA
140878,NA,2,2,99
140879,NA,NA,NA,NA
140880,NA,2,2,1
140881,NA,NA,NA,NA
140882,5,3,1,NA
140883,NA,NA,NA,NA
140884,0.52,1,2,1
140885,NA,NA,NA,NA
140886,0.97,1,2,1
140887,1.74,2,2,1
140888,0,1,2,1
140889,NA,2,2,1
140890,1.67,2,2,1
140891,NA,NA,NA,NA
140892,3.29,3,2,2
140893,NA,NA,NA,NA
140894,1.48,2,2,2
140895,0.98,1,1,NA
140896,5,3,1,NA
140897,5,3,1,NA
140898,5,3,1,NA
140899,3.22,3,1,NA
140900,2.09,3,1,NA
140901,NA,NA,NA,NA
140902,0.05,1,2,1
140903,2.81,3,2,5
140904,2.86,3,1,NA
140905,3.93,3,2,3
140906,1.43,2,2,3
140907,NA,3,1,NA
140908,1.71,2,1,NA
140909,3,3,1,NA
140910,1.74,2,1,NA
140911,4.1,3,2,3
140912,2.36,3,2,1
140913,2.11,3,1,NA
140914,1.37,2,1,NA
140915,NA,1,1,NA
140916,0,1,2,1
140917,NA,1,2,2
140918,0,1,2,1
140919,NA,NA,NA,NA
140920,3.46,3,2,1
140921,1.43,2,2,1
140922,3.93,3,2,3
140923,0.96,1,2,1
140924,5,3,1,NA
140925,0.9,1,2,1
140926,5,3,1,NA
140927,1.73,2,2,4
140928,2.66,3,1,NA
140929,0.51,1,2,1
140930,4.32,3,1,NA
140931,3.08,3,2,3
140932,4.76,3,1,NA
140933,NA,3,1,NA
140934,4.43,3,1,NA
140935,NA,NA,NA,NA
140936,NA,9,2,99
140937,5,3,1,NA
140938,1.16,1,2,1
140939,NA,3,2,5
140940,1.84,2,2,1
140941,2.61,3,2,1
140942,1.8,2,1,NA
140943,NA,NA,NA,NA
140944,0.88,1,2,1
140945,4.56,3,1,NA
140946,NA,3,1,NA
140947,2.08,3,2,2
140948,NA,3,7,NA
140949,0.25,1,2,1
140950,NA,3,2,3
140951,2.36,3,1,NA
140952,3.62,3,2,4
140953,0.31,1,2,1
140954,4.26,3,2,1
140955,1.31,2,2,1
140956,3.43,3,1,NA
140957,0.96,1,2,1
140958,0.83,1,2,1
140959,5,3,1,NA
140960,1.36,2,2,5
140961,2.3,3,2,4
140962,2.96,3,1,NA
140963,2.14,3,2,1
140964,2.12,3,2,2
140965,0.9,1,2,1
140966,0.6,1,2,1
140967,5,3,1,NA
140968,1.58,2,2,1
140969,3.13,3,2,5
140970,2.4,3,2,1
140971,2.96,3,2,1
140972,0.98,1,2,1
140973,NA,NA,NA,NA
140974,NA,3,1,NA
140975,0.16,1,2,1
140976,2.29,3,2,1
140977,5,3,1,NA
140978,1.66,2,2,1
140979,4.68,3,1,NA
140980,5,3,1,NA
140981,3.76,3,1,NA
140982,1.72,2,1,NA
140983,NA,NA,NA,NA
140984,1.25,1,2,1
140985,1.15,1,2,1
140986,3.2,3,1,NA
140987,NA,NA,NA,NA
140988,2.2,3,2,2
140989,NA,1,2,1
140990,0.71,1,2,2
140991,1.16,1,2,1
140992,1.65,2,1,NA
140993,5,3,1,NA
140994,2.03,3,2,1
140995,0.55,1,2,1
140996,2.68,3,1,NA
140997,2.03,3,1,NA
140998,5,3,1,NA
140999,5,3,1,NA
141000,NA,NA,NA,NA
141001,NA,2,2,3
141002,2,3,2,1
141003,4.12,3,1,NA
141004,NA,3,1,NA
141005,0.96,1,1,NA
141006,4.06,3,1,NA
141007,NA,NA,NA,NA
141008,NA,NA,NA,NA
141009,NA,NA,NA,NA
141010,2.95,3,2,1
141011,1.22,1,2,3
141012,5,3,2,4
141013,NA,NA,NA,NA
141014,5,3,1,NA
141015,1.41,2,2,3
141016,2.6,3,2,3
141017,NA,NA,NA,NA
141018,1.32,2,2,2
141019,NA,3,1,NA
141020,NA,1,2,1
141021,1.15,1,1,NA
141022,2.23,3,1,NA
141023,NA,7,7,NA
141024,5,3,2,1
141025,2.56,3,1,NA
141026,1.38,2,2,2
141027,5,3,1,NA
141028,0,1,2,1
141029,NA,1,2,1
141030,3.67,3,1,NA
141031,NA,3,2,4
141032,4.69,3,1,NA
141033,NA,3,1,NA
141034,1.94,3,1,NA
141035,NA,1,2,2
141036,0.8,1,2,1
141037,1.31,2,2,4
141038,1.3,1,2,1
141039,4.12,3,1,NA
141040,2.83,3,2,1
141041,0.52,1,2,1
141042,1.81,2,2,5
141043,NA,1,2,1
141044,NA,1,2,3
141045,4.17,3,2,5
141046,NA,NA,NA,NA
141047,2.83,3,2,2
141048,1.06,1,1,NA
141049,2.8,3,2,2
141050,4.34,3,1,NA
141051,2.25,3,2,1
141052,1.44,2,2,1
141053,1.82,2,2,2
141054,1.34,2,2,1
141055,0.37,1,2,1
141056,0.97,1,2,1
141057,NA,1,2,1
141058,NA,3,1,NA
141059,2.49,3,2,1
141060,1.52,2,1,NA
141061,4.51,3,2,5
141062,NA,3,7,NA
141063,2.95,3,1,NA
141064,2,3,1,NA
141065,0.86,1,2,1
141066,5,3,1,NA
141067,0.18,1,2,1
141068,3.97,3,1,NA
141069,3.2,3,1,NA
141070,0.18,1,2,1
141071,1.64,2,2,2
141072,1.55,2,2,3
141073,1.81,2,2,4
141074,5,3,1,NA
141075,3.29,3,1,NA
141076,0.3,1,2,1
141077,1.23,1,2,5
141078,NA,1,2,1
141079,0.92,1,1,NA
141080,NA,NA,NA,NA
141081,1.23,1,2,1
141082,NA,3,1,NA
141083,1.29,1,2,1
141084,1.77,2,1,NA
141085,2.1,3,2,1
141086,NA,NA,NA,NA
141087,0.31,1,2,1
141088,0,1,2,1
141089,0,1,2,1
141090,5,3,1,NA
141091,NA,NA,NA,NA
141092,NA,NA,NA,NA
141093,0.99,1,1,NA
141094,1.57,2,2,1
141095,NA,2,2,3
141096,NA,NA,NA,NA
141097,5,3,1,NA
141098,NA,2,1,NA
141099,4.87,3,2,1
141100,3.65,3,1,NA
141101,5,3,1,NA
141102,NA,NA,NA,NA
141103,0.87,1,2,1
141104,1.23,1,2,1
141105,NA,NA,NA,NA
141106,NA,NA,NA,NA
141107,3.83,3,2,4
141108,1.73,2,7,NA
141109,NA,9,2,1
141110,5,3,1,NA
141111,1.6,2,2,1
141112,NA,NA,NA,NA
141113,3.89,3,2,1
141114,1.11,1,2,1
141115,NA,NA,NA,NA
141116,1.11,1,9,NA
141117,1.63,2,2,1
141118,1.24,1,2,1
141119,4.32,3,1,NA
141120,2.34,3,2,5
141121,0.88,1,2,1
141122,5,3,1,NA
141123,1.65,2,1,NA
141124,4.84,3,2,1
141125,3.85,3,1,NA
141126,0.85,1,7,NA
141127,0.61,1,1,NA
141128,1.09,1,2,1
141129,0.88,1,2,2
141130,NA,NA,NA,NA
141131,3.2,3,2,1
141132,1.36,2,2,2
141133,5,3,1,NA
141134,NA,1,2,1
141135,0.55,1,2,1
141136,NA,NA,NA,NA
141137,2.96,3,2,4
141138,NA,2,1,NA
141139,NA,NA,NA,NA
141140,0.5,1,2,1
141141,NA,NA,NA,NA
141142,5,3,1,NA
141143,1.49,2,2,1
141144,NA,9,1,NA
141145,NA,9,2,1
141146,0.94,1,2,77
141147,4.43,3,1,NA
141148,5,3,1,NA
141149,3.38,3,2,1
141150,0.2,1,2,1
141151,3.07,3,1,NA
141152,1.45,2,2,1
141153,NA,NA,NA,NA
141154,NA,NA,NA,NA
141155,5,3,1,NA
141156,1.42,2,2,2
141157,1.4,2,2,1
141158,1.03,1,2,1
141159,4.87,3,1,NA
141160,1.29,1,2,1
141161,5,3,1,NA
141162,NA,7,2,77
141163,2.59,3,2,4
141164,5,3,1,NA
141165,5,3,1,NA
141166,0,1,2,1
141167,1.77,2,2,1
141168,NA,1,2,1
141169,1.44,2,2,1
141170,1.77,2,1,NA
141171,5,3,1,NA
141172,1.77,2,1,NA
141173,0.62,1,2,1
141174,NA,1,9,NA
141175,NA,3,1,NA
141176,5,3,1,NA
141177,2.07,3,1,NA
141178,5,3,1,NA
141179,3.11,3,2,1
141180,1.31,2,2,1
141181,NA,2,2,1
141182,5,3,1,NA
141183,5,3,1,NA
141184,1.81,2,1,NA
141185,1.23,1,1,NA
141186,0.83,1,2,1
141187,1.65,2,1,NA
141188,NA,NA,NA,NA
141189,1.06,1,2,1
141190,NA,NA,NA,NA
141191,NA,1,2,1
141192,0.86,1,2,1
141193,NA,2,2,1
141194,3.31,3,1,NA
141195,0.99,1,1,NA
141196,5,3,1,NA
141197,1.98,3,2,1
141198,NA,NA,NA,NA
141199,NA,3,7,NA
141200,1.29,1,2,2
141201,NA,NA,NA,NA
141202,1.66,2,1,NA
141203,2.38,3,2,1
141204,NA,NA,NA,NA
141205,3.93,3,1,NA
141206,NA,9,2,1
141207,1.34,2,1,NA
141208,4.66,3,1,NA
141209,0.84,1,2,1
141210,2.21,3,1,NA
141211,4.42,3,1,NA
141212,2.16,3,2,5
141213,5,3,1,NA
141214,0.78,1,2,1
141215,3.09,3,2,1
141216,4.31,3,1,NA
141217,1.47,2,2,1
141218,0.63,1,2,1
141219,1.12,1,2,1
141220,NA,NA,NA,NA
141221,0,1,2,1
141222,1.3,1,2,1
141223,5,3,1,NA
141224,0.97,1,1,NA
141225,0.63,1,2,2
141226,0.24,1,2,1
141227,1.37,2,2,1
141228,1.35,2,2,1
141229,2.95,3,2,4
141230,4.82,3,1,NA
141231,NA,9,2,1
141232,1.81,2,2,5
141233,0.97,1,2,1
141234,3.29,3,1,NA
141235,NA,NA,NA,NA
141236,3.97,3,2,5
141237,1.37,2,2,3
141238,NA,NA,NA,NA
141239,3.6,3,2,1
141240,0,1,1,NA
141241,5,3,1,NA
141242,1.2,1,1,NA
141243,1.51,2,2,2
141244,0.44,1,2,1
141245,NA,NA,NA,NA
141246,2.22,3,7,NA
141247,5,3,1,NA
141248,2.19,3,2,1
141249,1.2,1,2,3
141250,NA,NA,NA,NA
141251,1.44,2,1,NA
141252,1.01,1,1,NA
141253,1.13,1,2,1
141254,2.62,3,2,1
141255,NA,7,2,77
141256,1.48,2,2,4
141257,0.86,1,2,1
141258,NA,NA,NA,NA
141259,1.13,1,2,1
141260,NA,NA,NA,NA
141261,2.8,3,1,NA
141262,NA,3,2,5
141263,5,3,1,NA
141264,0.41,1,2,1
141265,1.95,3,1,NA
141266,0.95,1,2,1
141267,0.65,1,7,NA
141268,0.13,1,2,1
141269,4,3,1,NA
141270,5,3,1,NA
141271,4.44,3,1,NA
141272,0.35,1,2,4
141273,2.53,3,1,NA
141274,2.79,3,1,NA
141275,4.32,3,1,NA
141276,4.94,3,1,NA
141277,1.11,1,2,1
141278,3.2,3,1,NA
141279,0.84,1,2,1
141280,4.19,3,1,NA
141281,5,3,1,NA
141282,2.06,3,2,3
141283,5,3,1,NA
141284,NA,NA,NA,NA
141285,4.94,3,1,NA
141286,3.2,3,1,NA
141287,1.25,1,1,NA
141288,1.93,3,2,2
141289,1.44,2,1,NA
141290,5,3,1,NA
141291,0.69,1,2,1
141292,1.2,1,2,1
141293,2.8,3,1,NA
141294,3.93,3,2,1
141295,0.97,1,2,2
141296,5,3,1,NA
141297,4.42,3,1,NA
141298,1.38,2,2,1
141299,5,3,2,1
141300,5,3,1,NA
141301,NA,NA,NA,NA
141302,NA,9,1,NA
141303,NA,3,1,NA
141304,0.58,1,2,1
141305,NA,NA,NA,NA
141306,0.88,1,2,1
141307,0.82,1,1,NA
141308,0.54,1,2,4
141309,5,3,1,NA
141310,NA,NA,NA,NA
141311,2.62,3,2,1
141312,1.94,3,2,1
141313,3.93,3,2,2
141314,1.41,2,2,1
141315,1.46,2,2,1
141316,NA,1,2,1
141317,NA,3,7,NA
141318,0.82,1,2,1
141319,NA,1,2,4
141320,2.22,3,2,1
141321,2.11,3,1,NA
141322,NA,1,2,3
141323,4.42,3,1,NA
141324,NA,3,1,NA
141325,0,1,2,99
141326,1.64,2,2,1
141327,NA,NA,NA,NA
141328,3.16,3,1,NA
141329,5,3,1,NA
141330,NA,3,1,NA
141331,NA,1,2,1
141332,3.39,3,1,NA
141333,1.3,1,2,1
141334,NA,3,1,NA
141335,5,3,1,NA
141336,1.93,3,2,1
141337,0.48,1,2,3
141338,0.86,1,2,1
141339,0,1,2,1
141340,1.71,2,2,3
141341,1.05,1,2,1
141342,NA,1,2,99
141343,1.04,1,2,1
141344,NA,NA,NA,NA
141345,0.91,1,2,1
141346,NA,NA,NA,NA
141347,NA,9,2,1
141348,1.47,2,1,NA
141349,2.43,3,1,NA
141350,NA,1,2,1
141351,2.08,3,2,1
141352,1.04,1,2,1
141353,0,1,2,1
141354,1.64,2,2,1
141355,1.11,1,2,3
141356,1.18,1,9,NA
141357,NA,NA,NA,NA
141358,NA,3,7,NA
141359,NA,NA,NA,NA
141360,NA,NA,NA,NA
141361,NA,1,2,1
141362,2.56,3,2,1
141363,5,3,1,NA
141364,NA,9,1,NA
141365,NA,3,7,NA
141366,5,3,1,NA
141367,0.89,1,2,1
141368,0.68,1,2,1
141369,NA,NA,NA,NA
141370,1.2,1,2,1
141371,4.1,3,1,NA
141372,1.79,2,1,NA
141373,2.77,3,1,NA
141374,0.24,1,2,1
141375,NA,9,2,1
141376,NA,NA,NA,NA
141377,5,3,1,NA
141378,3.46,3,2,4
141379,1.37,2,2,3
141380,1.08,1,2,2
141381,1.93,3,1,NA
141382,NA,NA,NA,NA
141383,2.33,3,2,1
141384,1.12,1,2,1
141385,NA,NA,NA,NA
141386,3.93,3,1,NA
141387,NA,NA,NA,NA
141388,2.9,3,1,NA
141389,NA,3,2,1
141390,1.75,2,2,1
141391,1.98,3,2,1
141392,NA,NA,NA,NA
141393,5,3,1,NA
141394,NA,3,1,NA
141395,3.7,3,1,NA
141396,NA,NA,NA,NA
141397,NA,1,2,1
141398,1.36,2,2,77
141399,4.19,3,1,NA
141400,NA,NA,NA,NA
141401,5,3,1,NA
141402,0.61,1,2,1
141403,0.55,1,2,1
141404,NA,1,2,1
141405,1.23,1,1,NA
141406,4,3,1,NA
141407,5,3,1,NA
141408,NA,7,7,NA
141409,NA,NA,NA,NA
141410,0.79,1,2,1
141411,4.48,3,1,NA
141412,NA,NA,NA,NA
141413,1.64,2,2,1
141414,0,1,2,1
141415,3.08,3,2,3
141416,5,3,1,NA
141417,0.26,1,1,NA
141418,NA,3,2,99
141419,1.06,1,1,NA
141420,5,3,1,NA
141421,0.78,1,2,1
141422,2.96,3,1,NA
141423,2.43,3,2,2
141424,0.73,1,2,1
141425,NA,1,2,1
141426,1.76,2,2,4
141427,NA,NA,NA,NA
141428,0,1,2,1
141429,1.8,2,2,1
141430,5,3,1,NA
141431,NA,NA,NA,NA
141432,NA,NA,NA,NA
141433,1.67,2,2,1
141434,1.6,2,2,1
141435,NA,NA,NA,NA
141436,NA,1,2,1
141437,3.53,3,1,NA
141438,NA,NA,NA,NA
141439,5,3,1,NA
141440,NA,NA,NA,NA
141441,NA,3,1,NA
141442,NA,9,9,NA
141443,0.93,1,2,1
141444,2.38,3,2,3
141445,1.31,2,2,3
141446,5,3,1,NA
141447,1.31,2,2,1
141448,NA,3,1,NA
141449,3.09,3,2,1
141450,5,3,1,NA
141451,0.92,1,1,NA
141452,NA,NA,NA,NA
141453,NA,3,1,NA
141454,NA,2,1,NA
141455,NA,3,1,NA
141456,NA,NA,NA,NA
141457,0,1,2,1
141458,0.91,1,2,1
141459,2.47,3,1,NA
141460,0.82,1,2,1
141461,5,3,1,NA
141462,5,3,1,NA
141463,1.05,1,2,1
141464,NA,1,2,2
141465,1.97,3,2,1
141466,5,3,1,NA
141467,NA,2,1,NA
141468,5,3,1,NA
141469,NA,3,1,NA
141470,NA,3,1,NA
141471,1.45,2,2,4
141472,0.18,1,2,1
141473,1.81,2,2,1
141474,NA,NA,NA,NA
141475,5,3,1,NA
141476,0.89,1,2,1
141477,2.1,3,1,NA
141478,1.8,2,2,1
141479,2.12,3,2,1
141480,0.48,1,2,2
141481,NA,NA,NA,NA
141482,0.67,1,2,1
141483,NA,7,7,NA
141484,5,3,1,NA
141485,2.36,3,1,NA
141486,0.91,1,2,1
141487,1.04,1,2,1
141488,NA,NA,NA,NA
141489,3.79,3,1,NA
141490,0.92,1,2,1
141491,NA,1,2,1
141492,2.22,3,2,1
141493,NA,NA,NA,NA
141494,NA,NA,NA,NA
141495,3.04,3,2,2
141496,1.51,2,2,1
141497,NA,NA,NA,NA
141498,NA,NA,NA,NA
141499,0.98,1,2,1
141500,0.91,1,2,5
141501,0.36,1,2,1
141502,2.62,3,1,NA
141503,5,3,1,NA
141504,1.85,2,1,NA
141505,5,3,1,NA
141506,5,3,1,NA
141507,0.46,1,2,1
141508,2.3,3,7,NA
141509,NA,NA,NA,NA
141510,NA,1,2,1
141511,1.81,2,2,3
141512,1,1,2,1
141513,NA,NA,NA,NA
141514,2.18,3,2,1
141515,NA,NA,NA,NA
141516,4.1,3,2,1
141517,NA,NA,NA,NA
141518,1.77,2,2,1
141519,NA,NA,NA,NA
141520,1.49,2,1,NA
141521,2.29,3,2,3
141522,1.93,3,2,1
141523,NA,NA,NA,NA
141524,4,3,1,NA
141525,5,3,1,NA
141526,1.65,2,2,1
141527,5,3,1,NA
141528,4.17,3,7,NA
141529,NA,3,2,1
141530,1.71,2,1,NA
141531,0.68,1,2,1
141532,1.29,1,2,2
141533,0.97,1,2,1
141534,NA,1,2,99
141535,0.3,1,2,1
141536,3.7,3,1,NA
141537,2.65,3,2,3
141538,1.73,2,1,NA
141539,2.08,3,1,NA
141540,NA,NA,NA,NA
141541,5,3,1,NA
141542,1.93,3,2,2
141543,NA,NA,NA,NA
141544,1.2,1,2,1
141545,3.22,3,1,NA
141546,2.39,3,1,NA
141547,0,1,1,NA
141548,1.4,2,1,NA
141549,2.29,3,2,1
141550,4.4,3,1,NA
141551,1.04,1,2,1
141552,NA,3,1,NA
141553,5,3,1,NA
141554,5,3,1,NA
141555,0.85,1,2,1
141556,4.83,3,1,NA
141557,2.74,3,2,1
141558,4.26,3,2,1
141559,1.56,2,2,1
141560,2.6,3,2,3
141561,0.97,1,1,NA
141562,NA,1,2,1
141563,NA,NA,NA,NA
141564,2.87,3,1,NA
141565,0.53,1,2,1
141566,0.95,1,2,1
141567,NA,7,1,NA
141568,NA,3,7,NA
141569,2.21,3,2,2
141570,1.22,1,1,NA
141571,0.37,1,2,1
141572,0.59,1,2,1
141573,NA,2,2,1
141574,2.63,3,2,2
141575,2.62,3,2,1
141576,0.35,1,2,1
141577,5,3,1,NA
141578,0.74,1,2,1
141579,1.82,2,1,NA
141580,3.09,3,1,NA
141581,1.09,1,2,1
141582,NA,2,2,1
141583,3.62,3,2,4
141584,2.24,3,1,NA
141585,5,3,1,NA
141586,NA,1,2,2
141587,0.3,1,2,1
141588,NA,3,1,NA
141589,1.43,2,2,1
141590,5,3,1,NA
141591,0,1,2,1
141592,4.53,3,1,NA
141593,0,1,1,NA
141594,5,3,1,NA
141595,NA,3,1,NA
141596,NA,3,1,NA
141597,NA,3,7,NA
141598,1.08,1,2,2
141599,2.62,3,2,1
141600,NA,1,2,1
141601,0.74,1,2,1
141602,5,3,1,NA
141603,5,3,1,NA
141604,1.48,2,2,1
141605,0.21,1,7,NA
141606,1.2,1,2,1
141607,3.13,3,2,1
141608,NA,9,2,1
141609,NA,NA,NA,NA
141610,0.03,1,2,1
141611,2.2,3,2,2
141612,NA,NA,NA,NA
141613,1.09,1,2,1
141614,1.31,2,2,1
141615,0,1,2,1
141616,5,3,1,NA
141617,3.54,3,1,NA
141618,0.85,1,2,1
141619,NA,NA,NA,NA
141620,2.22,3,1,NA
141621,2.05,3,2,3
141622,NA,NA,NA,NA
141623,NA,NA,NA,NA
141624,NA,3,1,NA
141625,4.06,3,1,NA
141626,3.76,3,1,NA
141627,2.47,3,2,1
141628,5,3,1,NA
141629,1.65,2,2,1
141630,5,3,1,NA
141631,2.8,3,1,NA
141632,1.04,1,2,1
141633,NA,NA,NA,NA
141634,1.05,1,1,NA
141635,0.88,1,2,1
141636,5,3,1,NA
141637,1.64,2,1,NA
141638,1.48,2,2,4
141639,NA,1,2,1
141640,1.48,2,2,1
141641,5,3,1,NA
141642,NA,NA,NA,NA
141643,3.71,3,1,NA
141644,NA,9,2,1
141645,4.42,3,2,4
141646,1.27,1,1,NA
141647,5,3,1,NA
141648,0.27,1,2,1
141649,4.92,3,1,NA
141650,4.51,3,2,5
141651,1.44,2,2,1
141652,0.78,1,2,1
141653,NA,NA,NA,NA
141654,5,3,1,NA
141655,0.64,1,2,1
141656,2.34,3,2,1
141657,NA,NA,NA,NA
141658,5,3,1,NA
141659,0.37,1,2,1
141660,5,3,1,NA
141661,1.29,1,2,1
141662,5,3,1,NA
141663,2.43,3,1,NA
141664,NA,3,9,NA
141665,4.13,3,1,NA
141666,5,3,1,NA
141667,5,3,1,NA
141668,2.86,3,1,NA
141669,5,3,1,NA
141670,2.22,3,1,NA
141671,2.73,3,2,1
141672,3.16,3,2,1
141673,NA,9,9,NA
141674,NA,NA,NA,NA
141675,0.92,1,2,1
141676,0.97,1,2,3
141677,2.95,3,1,NA
141678,0.96,1,2,1
141679,NA,3,2,4
141680,1.01,1,1,NA
141681,0.26,1,2,1
141682,2.38,3,1,NA
141683,NA,NA,NA,NA
141684,1.81,2,1,NA
141685,1.19,1,2,1
141686,1.08,1,2,1
141687,2.43,3,1,NA
141688,NA,NA,NA,NA
141689,5,3,1,NA
141690,5,3,1,NA
141691,5,3,1,NA
141692,3.53,3,2,1
141693,1.36,2,2,3
141694,1.83,2,1,NA
141695,NA,9,2,99
141696,2.88,3,2,1
141697,0.57,1,1,NA
141698,NA,NA,NA,NA
141699,2.09,3,2,2
141700,NA,NA,NA,NA
141701,3.1,3,1,NA
141702,2.8,3,1,NA
141703,4.94,3,1,NA
141704,NA,7,1,NA
141705,NA,NA,NA,NA
141706,5,3,2,4
141707,1.2,1,2,1
141708,1.37,2,2,1
141709,5,3,1,NA
141710,1.48,2,2,1
141711,2.68,3,1,NA
141712,0,1,2,1
141713,2.06,3,2,1
141714,NA,3,2,1
141715,0.84,1,2,1
141716,5,3,1,NA
141717,NA,NA,NA,NA
141718,NA,1,2,4
141719,3.32,3,1,NA
141720,5,3,1,NA
141721,1.24,1,2,2
141722,NA,2,9,NA
141723,4.83,3,1,NA
141724,2.9,3,1,NA
141725,2.05,3,2,3
141726,0.65,1,1,NA
141727,2.08,3,2,1
141728,1.77,2,2,1
141729,0.92,1,2,3
141730,1.77,2,2,1
141731,2.86,3,1,NA
141732,5,3,1,NA
141733,NA,1,2,1
141734,2.47,3,1,NA
141735,1.09,1,2,1
141736,1.44,2,2,1
141737,0.91,1,2,1
141738,NA,9,2,1
141739,2.28,3,2,1
141740,2.62,3,2,3
141741,4.17,3,1,NA
141742,5,3,1,NA
141743,NA,NA,NA,NA
141744,2.03,3,2,1
141745,3.21,3,1,NA
141746,1.16,1,2,1
141747,NA,NA,NA,NA
141748,NA,NA,NA,NA
141749,NA,3,1,NA
141750,NA,2,7,NA
141751,4.17,3,1,NA
141752,3.04,3,2,1
141753,NA,NA,NA,NA
141754,0,1,2,1
141755,NA,3,1,NA
141756,5,3,1,NA
141757,1,1,1,NA
141758,3.87,3,2,1
141759,NA,3,9,NA
141760,1.79,2,2,2
141761,2.29,3,1,NA
141762,4.28,3,1,NA
141763,0,1,2,1
141764,1.15,1,1,NA
141765,4.2,3,1,NA
141766,NA,NA,NA,NA
141767,3.24,3,1,NA
141768,NA,NA,NA,NA
141769,2.41,3,2,2
141770,5,3,1,NA
141771,1.41,2,2,1
141772,5,3,1,NA
141773,3.96,3,1,NA
141774,1.3,1,2,3
141775,3.46,3,1,NA
141776,0.74,1,2,1
141777,2.4,3,1,NA
141778,0.74,1,2,1
141779,NA,7,2,77
141780,NA,NA,NA,NA
141781,0.71,1,2,1
141782,1.58,2,2,1
141783,0,1,2,1
141784,5,3,1,NA
141785,1.06,1,2,1
141786,2.2,3,1,NA
141787,1.69,2,2,1
141788,1.05,1,2,99
141789,NA,NA,NA,NA
141790,0.85,1,2,1
141791,0.98,1,2,1
141792,1.29,1,2,2
141793,NA,9,2,4
141794,NA,9,2,1
141795,NA,NA,NA,NA
141796,NA,NA,NA,NA
141797,NA,3,1,NA
141798,0.52,1,2,2
141799,0.67,1,2,1
141800,2.19,3,2,1
141801,4.93,3,1,NA
141802,2.7,3,2,1
141803,NA,2,2,99
141804,NA,NA,NA,NA
141805,2.87,3,1,NA
141806,0.26,1,2,1
141807,0.54,1,2,1
141808,0,1,2,1
141809,1.18,1,2,1
141810,2.22,3,1,NA
141811,1.06,1,2,1
141812,5,3,1,NA
141813,2.16,3,1,NA
141814,2.07,3,1,NA
141815,NA,3,1,NA
141816,NA,7,7,NA
141817,1.71,2,1,NA
141818,5,3,1,NA
141819,1.37,2,2,1
141820,NA,NA,NA,NA
141821,5,3,1,NA
141822,0,1,2,1
141823,0.69,1,2,2
141824,NA,1,2,1
141825,5,3,1,NA
141826,1.98,3,2,2
141827,4.08,3,2,1
141828,0.68,1,2,1
141829,4,3,1,NA
141830,1.59,2,2,1
141831,0.44,1,2,1
141832,1.11,1,2,1
141833,0.68,1,2,1
141834,NA,3,7,NA
141835,5,3,1,NA
141836,5,3,1,NA
141837,NA,NA,NA,NA
141838,NA,3,2,1
141839,1.42,2,2,1
141840,0.84,1,2,2
141841,0.48,1,2,3
141842,3.17,3,1,NA
141843,0.98,1,2,1
141844,0.87,1,2,1
141845,5,3,1,NA
141846,2.62,3,1,NA
141847,4.94,3,1,NA
141848,1.26,1,1,NA
141849,3.65,3,2,4
141850,NA,3,1,NA
141851,5,3,2,5
141852,NA,9,1,NA
141853,1.11,1,2,1
141854,0.39,1,2,3
141855,1.09,1,1,NA
141856,4.69,3,1,NA
141857,NA,3,2,1
141858,NA,NA,NA,NA
141859,2,3,1,NA
141860,NA,9,1,NA
141861,1.44,2,2,1
141862,NA,2,1,NA
141863,1.23,1,2,1
141864,1.95,3,7,NA
141865,2.32,3,2,1
141866,3.04,3,1,NA
141867,0.54,1,2,4
141868,3.53,3,2,2
141869,0.46,1,2,1
141870,1.93,3,2,2
141871,2.12,3,2,2
141872,1.13,1,2,1
141873,1.23,1,2,1
141874,3.7,3,1,NA
141875,5,3,1,NA
141876,0.93,1,2,1
141877,0.78,1,2,1
141878,0.72,1,2,1
141879,3.93,3,2,1
141880,5,3,2,3
141881,2.65,3,2,3
141882,0.69,1,2,1
